user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
1457,23,Male,Software Engineer,7.5,Finance,"Entrepreneur, Content Writer, Data Analyst","Cloud Computing, SEO, Leadership, Project Management, Java",None,Business Consultant,Education,Promotion,Entrepreneurship,Reading,17,4,"Project Management, Data Analysis"
1458,48,Male,Content Writer,9.6,Healthcare,"Marketing Specialist, Content Writer","Python, Java, SEO, Leadership, Cloud Computing",AWS Certified,Creative Director,Marketing,Upskilling,Entrepreneurship,Collaborative,16,10,Python
1459,55,Female,Entrepreneur,16.6,Healthcare,Marketing Specialist,"Java, Cloud Computing","AWS Certified, Scrum Master",Project Manager,Marketing,Upskilling,Leadership,Reading,14,5,SEO
1460,42,Female,Marketing Specialist,17.1,IT,HR Manager,"Cloud Computing, Java, Project Management","PMP, Scrum Master",Data Scientist,IT,Promotion,Entrepreneurship,Reading,30,1,"Python, Project Management"
1461,33,Male,Marketing Specialist,12.7,Marketing,"Data Analyst, Content Writer, HR Manager","Python, Java, Data Analysis, SEO",PMP,Creative Director,Finance,Promotion,Entrepreneurship,Hands-on,27,1,"Python, Project Management"
1462,54,Male,Data Analyst,10.3,Finance,"Marketing Specialist, Software Engineer","Java, SEO, Cloud Computing, Data Analysis",AWS Certified,Creative Director,Marketing,Promotion,Entrepreneurship,Reading,12,9,"Java, Data Analysis, Python"
1463,38,Female,Content Writer,8.9,Marketing,Content Writer,"Python, Leadership, Cloud Computing, Java, Project Management","AWS Certified, Scrum Master",Creative Director,Education,Upskilling,Leadership,Reading,24,9,"Cloud Computing, SEO"
1464,34,Male,Entrepreneur,13.4,Healthcare,HR Manager,"Cloud Computing, Python, Leadership, Data Analysis",None,Business Consultant,IT,Promotion,Leadership,Hands-on,10,5,Project Management
1465,23,Female,Data Analyst,12.3,Finance,"Data Analyst, Content Writer","Java, Data Analysis, Project Management, Leadership, SEO","Google Analytics, AWS Certified, Scrum Master",Data Scientist,Finance,Role Switch,Expertise,Hands-on,11,1,"Cloud Computing, Data Analysis"
1466,31,Male,HR Manager,16.2,Healthcare,"Software Engineer, Data Analyst, HR Manager","Cloud Computing, SEO, Project Management, Data Analysis, Python",None,Data Scientist,Marketing,Upskilling,Leadership,Reading,16,2,"SEO, Data Analysis"
1467,39,Female,Entrepreneur,3.6,Education,HR Manager,"Project Management, SEO, Leadership",,Creative Director,Finance,Role Switch,Leadership,Hands-on,30,5,"Java, Python, Project Management"
1468,30,Male,Entrepreneur,3.3,IT,"Software Engineer, Entrepreneur, Content Writer","Python, Cloud Computing, Java, Project Management, Leadership",Scrum Master,Project Manager,Finance,Upskilling,Expertise,Hands-on,8,3,"Project Management, Data Analysis"
1469,52,Female,Content Writer,12.8,Healthcare,Data Analyst,"Java, SEO, Cloud Computing","Scrum Master, AWS Certified, Google Analytics",Creative Director,Education,Promotion,Expertise,Hands-on,13,2,Project Management
1470,43,Female,Content Writer,3.5,IT,Software Engineer,"Python, Cloud Computing",,Data Scientist,Education,Upskilling,Expertise,Hands-on,8,6,"Cloud Computing, Python, SEO"
1471,53,Male,HR Manager,12.9,Education,"Entrepreneur, Marketing Specialist, Content Writer","SEO, Leadership","PMP, Google Analytics",Creative Director,IT,Upskilling,Expertise,Collaborative,26,7,"Python, Java"
1472,44,Female,Marketing Specialist,1.8,Marketing,"Data Analyst, Content Writer","SEO, Python, Leadership",PMP,Project Manager,Marketing,Promotion,Expertise,Hands-on,30,4,Java
1473,37,Male,Software Engineer,7.2,Marketing,"Marketing Specialist, HR Manager, Entrepreneur","Project Management, Data Analysis",None,Data Scientist,Finance,Promotion,Leadership,Hands-on,21,7,"SEO, Leadership, Python"
1474,29,Male,Data Analyst,5.5,IT,Software Engineer,"SEO, Cloud Computing, Data Analysis",None,Business Consultant,Healthcare,Upskilling,Expertise,Reading,11,10,"Cloud Computing, Java"
1475,44,Female,Entrepreneur,7.6,Finance,Software Engineer,"Python, Data Analysis, Project Management, Java",,Team Lead,IT,Role Switch,Leadership,Reading,26,3,Cloud Computing
1476,24,Male,Data Analyst,6.3,Healthcare,"Marketing Specialist, Entrepreneur, HR Manager","Data Analysis, Project Management",AWS Certified,Team Lead,Healthcare,Role Switch,Entrepreneurship,Hands-on,24,10,"Data Analysis, Python"
1477,46,Female,Software Engineer,2.2,Marketing,"Marketing Specialist, Data Analyst, Content Writer","Project Management, Data Analysis, Java",,Data Scientist,Education,Upskilling,Expertise,Collaborative,24,3,"Data Analysis, Leadership"
1478,52,Female,HR Manager,18.1,Finance,"Marketing Specialist, Content Writer, HR Manager","Data Analysis, Java, Python, Project Management",AWS Certified,Data Scientist,Finance,Promotion,Entrepreneurship,Collaborative,19,5,Python
1479,37,Female,Content Writer,18.8,Education,"Content Writer, Marketing Specialist, Entrepreneur","Leadership, Data Analysis, Cloud Computing, Python, SEO","Google Analytics, PMP, Scrum Master",Data Scientist,Finance,Role Switch,Leadership,Reading,25,9,"SEO, Python"
1480,30,Male,Data Analyst,11.0,Marketing,"Entrepreneur, HR Manager, Marketing Specialist","SEO, Project Management, Python, Java, Data Analysis",None,Team Lead,Healthcare,Upskilling,Leadership,Collaborative,27,8,"Data Analysis, Leadership, SEO"
1481,42,Female,HR Manager,6.7,Healthcare,Data Analyst,"Cloud Computing, Leadership, Project Management, Java","Scrum Master, Google Analytics, PMP",Project Manager,Education,Promotion,Expertise,Hands-on,6,1,Python
1482,37,Male,Software Engineer,11.6,Education,Content Writer,"Cloud Computing, Project Management, Python",AWS Certified,Team Lead,Healthcare,Role Switch,Leadership,Hands-on,29,3,"Cloud Computing, SEO, Project Management"
1483,41,Male,Data Analyst,4.1,Healthcare,"Data Analyst, HR Manager, Marketing Specialist","Data Analysis, Python, Leadership, Cloud Computing",None,Business Consultant,Education,Promotion,Entrepreneurship,Collaborative,20,5,"Cloud Computing, Python, Data Analysis"
1484,27,Female,Software Engineer,3.5,Finance,Content Writer,"SEO, Cloud Computing, Data Analysis",PMP,Creative Director,Marketing,Role Switch,Expertise,Reading,26,4,"SEO, Java"
1485,38,Male,Data Analyst,12.0,IT,Software Engineer,"Project Management, SEO",None,Project Manager,Healthcare,Upskilling,Leadership,Collaborative,24,2,Project Management
1486,23,Male,Software Engineer,10.7,Healthcare,Data Analyst,"Leadership, Data Analysis, Cloud Computing, Project Management, SEO","PMP, Scrum Master, AWS Certified",Team Lead,Healthcare,Upskilling,Leadership,Hands-on,15,4,"Leadership, SEO, Cloud Computing"
1487,26,Female,Data Analyst,7.9,Finance,"Data Analyst, HR Manager","Java, Python, Leadership, SEO",Scrum Master,Creative Director,Healthcare,Role Switch,Leadership,Hands-on,5,1,Cloud Computing
1488,36,Male,Software Engineer,2.4,Education,Entrepreneur,"Leadership, Project Management, SEO, Java, Data Analysis",None,Team Lead,Healthcare,Upskilling,Leadership,Hands-on,20,4,"Cloud Computing, SEO, Data Analysis"
1489,52,Male,Entrepreneur,12.0,Marketing,Marketing Specialist,"Java, Cloud Computing, Leadership, Project Management",None,Creative Director,Finance,Upskilling,Entrepreneurship,Hands-on,21,7,Python
1490,23,Male,Software Engineer,9.4,Education,"Data Analyst, Content Writer","SEO, Cloud Computing, Python, Leadership, Project Management",None,Project Manager,Education,Upskilling,Leadership,Reading,26,1,Leadership
1491,32,Female,Software Engineer,19.8,Finance,"Software Engineer, Entrepreneur","Java, Python, Project Management","PMP, AWS Certified",Data Scientist,Finance,Upskilling,Expertise,Hands-on,29,10,"Data Analysis, Java"
1492,55,Male,Content Writer,4.4,Marketing,"Software Engineer, Content Writer","Java, Data Analysis, Project Management",Scrum Master,Creative Director,Marketing,Upskilling,Expertise,Hands-on,14,4,Data Analysis
1493,29,Male,Entrepreneur,1.6,Healthcare,Data Analyst,"Python, Cloud Computing","Scrum Master, AWS Certified",Business Consultant,Healthcare,Upskilling,Entrepreneurship,Reading,9,8,Python
1494,55,Male,Entrepreneur,10.0,Education,Entrepreneur,"Java, Leadership, Data Analysis","AWS Certified, Scrum Master, Google Analytics",Business Consultant,Education,Upskilling,Leadership,Reading,17,8,"Data Analysis, Cloud Computing"
1495,52,Female,Entrepreneur,8.3,IT,Marketing Specialist,"Python, SEO",None,Business Consultant,Marketing,Upskilling,Leadership,Hands-on,24,10,"SEO, Java, Data Analysis"
1496,43,Female,Entrepreneur,16.9,Education,"Entrepreneur, Content Writer, Data Analyst","Data Analysis, Cloud Computing, SEO",,Creative Director,Healthcare,Upskilling,Leadership,Reading,22,7,Java
1497,45,Male,Data Analyst,5.7,Healthcare,Entrepreneur,"Cloud Computing, Project Management, Python, Java, Leadership",Google Analytics,Creative Director,IT,Role Switch,Leadership,Collaborative,7,9,"Python, SEO"
1498,37,Female,Entrepreneur,3.2,Healthcare,Entrepreneur,"Python, Java, Data Analysis, Leadership",,Project Manager,Finance,Upskilling,Leadership,Reading,11,9,Project Management
1499,37,Male,Marketing Specialist,7.3,Marketing,Content Writer,"Python, Cloud Computing, Data Analysis, Project Management",,Project Manager,Healthcare,Upskilling,Expertise,Reading,26,10,Python
1500,37,Female,HR Manager,2.9,IT,"Entrepreneur, Content Writer","Cloud Computing, Leadership, SEO, Java",Scrum Master,Project Manager,Marketing,Upskilling,Entrepreneurship,Collaborative,17,10,Python
1501,51,Female,HR Manager,7.8,Marketing,Content Writer,"Data Analysis, Cloud Computing, Python, SEO","AWS Certified, Scrum Master, PMP",Creative Director,Education,Upskilling,Entrepreneurship,Hands-on,8,5,"Data Analysis, Leadership, Cloud Computing"
1502,27,Male,Data Analyst,13.3,Healthcare,"Content Writer, Marketing Specialist, HR Manager","Cloud Computing, SEO, Python",None,Business Consultant,Healthcare,Promotion,Expertise,Reading,9,6,"Data Analysis, Java"
1503,49,Female,Software Engineer,18.5,Marketing,"Content Writer, Software Engineer, Entrepreneur","Java, Project Management","PMP, Google Analytics",Team Lead,Healthcare,Promotion,Entrepreneurship,Collaborative,6,4,"Java, Python, Leadership"
1504,30,Male,Data Analyst,6.9,Education,"Software Engineer, Marketing Specialist, Entrepreneur","Python, SEO, Java",None,Data Scientist,Healthcare,Promotion,Expertise,Hands-on,19,8,Java
1505,23,Male,Content Writer,13.9,Marketing,"Data Analyst, HR Manager, Content Writer","Cloud Computing, SEO, Java","PMP, Google Analytics",Team Lead,Education,Role Switch,Expertise,Reading,14,9,"Cloud Computing, Python, Project Management"
1506,54,Female,HR Manager,6.6,Finance,"Data Analyst, Software Engineer","Python, Cloud Computing, Leadership, Project Management, SEO","PMP, Scrum Master, Google Analytics",Team Lead,IT,Promotion,Entrepreneurship,Reading,21,1,Project Management
1507,51,Female,Data Analyst,14.4,Marketing,"HR Manager, Content Writer","Java, Project Management, Python","Scrum Master, Google Analytics, PMP",Data Scientist,Healthcare,Promotion,Entrepreneurship,Hands-on,9,2,"Java, Project Management, Data Analysis"
1508,22,Female,Software Engineer,2.5,Education,"Marketing Specialist, Software Engineer","Data Analysis, Python, Project Management, SEO, Java",None,Data Scientist,Healthcare,Role Switch,Entrepreneurship,Hands-on,8,2,"SEO, Java"
1509,53,Female,Data Analyst,10.2,Marketing,"Content Writer, Entrepreneur","Java, SEO, Leadership, Python","Google Analytics, Scrum Master, AWS Certified",Project Manager,Finance,Upskilling,Entrepreneurship,Collaborative,17,10,Python
1510,35,Female,Marketing Specialist,10.3,Healthcare,"Data Analyst, Entrepreneur","Project Management, Python, Data Analysis","PMP, AWS Certified, Google Analytics",Team Lead,IT,Role Switch,Entrepreneurship,Collaborative,27,7,"Project Management, SEO"
1511,42,Female,Content Writer,9.0,IT,"Content Writer, Entrepreneur","SEO, Cloud Computing","PMP, Scrum Master",Business Consultant,IT,Role Switch,Leadership,Hands-on,20,3,Project Management
1512,52,Female,HR Manager,1.0,Marketing,"Entrepreneur, Data Analyst","Leadership, Project Management, SEO, Cloud Computing, Java",AWS Certified,Data Scientist,Finance,Role Switch,Leadership,Reading,18,9,Leadership
1513,37,Female,Software Engineer,6.4,IT,"Software Engineer, Content Writer, Data Analyst","Python, Java, Leadership","PMP, AWS Certified, Google Analytics",Creative Director,Education,Role Switch,Leadership,Reading,9,4,"Leadership, Java, Project Management"
1514,55,Female,Software Engineer,16.7,Marketing,"Content Writer, HR Manager, Data Analyst","Leadership, Python, Java","Google Analytics, Scrum Master, AWS Certified",Business Consultant,Healthcare,Promotion,Expertise,Hands-on,21,5,"Cloud Computing, Project Management"
1515,33,Female,Software Engineer,7.9,Finance,"Software Engineer, Content Writer","Project Management, Python, Java",,Project Manager,IT,Promotion,Expertise,Reading,24,10,"Java, SEO"
1516,54,Male,Entrepreneur,18.3,Healthcare,"Content Writer, Data Analyst","Java, Project Management, Leadership, Data Analysis",Google Analytics,Business Consultant,Finance,Promotion,Entrepreneurship,Reading,12,8,"Python, Java, Data Analysis"
1517,51,Male,Entrepreneur,17.9,Education,Marketing Specialist,"Python, Data Analysis, Project Management",,Team Lead,Marketing,Role Switch,Leadership,Hands-on,20,3,Leadership
1518,38,Female,Data Analyst,11.9,IT,Content Writer,"Project Management, Data Analysis, Leadership, Python","Google Analytics, AWS Certified",Project Manager,Finance,Upskilling,Expertise,Reading,17,6,"Cloud Computing, Java, Data Analysis"
1519,24,Male,Content Writer,5.7,Marketing,Software Engineer,"Data Analysis, Java, Project Management",,Data Scientist,Marketing,Role Switch,Entrepreneurship,Collaborative,30,5,"SEO, Project Management"
1520,25,Male,Marketing Specialist,17.2,IT,HR Manager,"Project Management, Data Analysis, Java, Python, Leadership","Google Analytics, Scrum Master",Project Manager,IT,Promotion,Entrepreneurship,Collaborative,15,10,"Leadership, Cloud Computing, Python"
1521,54,Female,Data Analyst,7.5,Finance,"Software Engineer, Marketing Specialist, Data Analyst","Project Management, SEO, Java, Leadership","Scrum Master, PMP, AWS Certified",Business Consultant,IT,Role Switch,Entrepreneurship,Collaborative,13,5,"Data Analysis, Java, SEO"
1522,35,Female,Entrepreneur,12.0,Healthcare,Entrepreneur,"Project Management, Java",None,Project Manager,Marketing,Promotion,Expertise,Hands-on,11,10,"SEO, Java"
1523,49,Female,Marketing Specialist,13.0,Marketing,"Marketing Specialist, HR Manager, Entrepreneur","Java, Python, SEO, Leadership","AWS Certified, PMP, Scrum Master",Business Consultant,Healthcare,Role Switch,Entrepreneurship,Reading,5,4,"Cloud Computing, SEO, Leadership"
1524,44,Female,Software Engineer,7.9,Finance,"HR Manager, Software Engineer, Content Writer","Leadership, Python","PMP, Google Analytics",Project Manager,Marketing,Upskilling,Entrepreneurship,Reading,21,8,Java
1525,47,Female,Marketing Specialist,8.5,IT,Content Writer,"Cloud Computing, Leadership, Java, Python",Scrum Master,Creative Director,IT,Upskilling,Entrepreneurship,Hands-on,7,1,Leadership
1526,26,Female,HR Manager,2.9,Marketing,"Marketing Specialist, Software Engineer","Data Analysis, Cloud Computing","AWS Certified, Scrum Master",Business Consultant,Finance,Upskilling,Expertise,Reading,9,8,"Python, Cloud Computing"
1527,39,Female,HR Manager,1.0,Marketing,"HR Manager, Content Writer, Marketing Specialist","Project Management, Leadership, Python, Java",None,Project Manager,Finance,Upskilling,Expertise,Reading,27,10,"Leadership, SEO, Cloud Computing"
1528,42,Male,Marketing Specialist,10.3,Finance,"Entrepreneur, Data Analyst, Software Engineer","Project Management, Leadership, SEO, Cloud Computing",,Creative Director,Finance,Upskilling,Leadership,Reading,26,4,"SEO, Python, Java"
1529,31,Female,HR Manager,4.1,IT,"Entrepreneur, Data Analyst, Software Engineer","Java, Python, Cloud Computing, Project Management, SEO","AWS Certified, PMP",Business Consultant,Healthcare,Upskilling,Leadership,Hands-on,12,10,"SEO, Leadership, Java"
1530,23,Male,Data Analyst,9.6,Marketing,"HR Manager, Software Engineer","Cloud Computing, Data Analysis, Java, Python",,Project Manager,IT,Promotion,Leadership,Collaborative,21,6,"Leadership, Python"
1531,39,Male,Entrepreneur,1.2,Healthcare,"Software Engineer, Entrepreneur","Data Analysis, Python, Leadership, Java",,Business Consultant,IT,Upskilling,Expertise,Hands-on,8,5,"Leadership, Cloud Computing, Java"
1532,30,Male,HR Manager,12.2,Finance,HR Manager,"Cloud Computing, Python, Java, Data Analysis, SEO",None,Creative Director,Education,Role Switch,Leadership,Reading,19,5,"Python, SEO"
1533,35,Male,Entrepreneur,6.5,Education,Software Engineer,"Java, Cloud Computing, SEO, Leadership, Python","Scrum Master, Google Analytics, AWS Certified",Project Manager,IT,Promotion,Leadership,Collaborative,6,3,"Java, Leadership"
1534,42,Female,Marketing Specialist,4.3,IT,"Marketing Specialist, HR Manager, Data Analyst","Python, Leadership","PMP, Scrum Master",Data Scientist,Marketing,Promotion,Expertise,Reading,30,8,Java
1535,25,Female,Marketing Specialist,15.2,Healthcare,"HR Manager, Content Writer, Software Engineer","Cloud Computing, Leadership, SEO",,Project Manager,Education,Upskilling,Leadership,Hands-on,22,1,"SEO, Python, Java"
1536,33,Male,Marketing Specialist,6.4,Finance,Data Analyst,"SEO, Leadership, Data Analysis","Scrum Master, Google Analytics, PMP",Creative Director,Finance,Role Switch,Leadership,Collaborative,25,9,"Leadership, Python, Cloud Computing"
1537,27,Female,Entrepreneur,18.7,Education,Software Engineer,"Leadership, SEO",Scrum Master,Business Consultant,Marketing,Promotion,Entrepreneurship,Collaborative,14,1,Project Management
1538,47,Female,Entrepreneur,11.7,Education,"HR Manager, Entrepreneur","Cloud Computing, Python, Data Analysis, Project Management",PMP,Business Consultant,IT,Role Switch,Entrepreneurship,Reading,30,5,"Data Analysis, SEO"
1539,55,Male,Data Analyst,5.1,IT,Content Writer,"Java, Project Management, Python, Data Analysis, SEO",None,Team Lead,Marketing,Role Switch,Leadership,Reading,17,2,Cloud Computing
1540,53,Female,Marketing Specialist,17.9,Marketing,"Content Writer, Entrepreneur","SEO, Python, Data Analysis","Google Analytics, Scrum Master, AWS Certified",Business Consultant,Marketing,Upskilling,Leadership,Reading,15,7,Cloud Computing
1541,51,Male,Marketing Specialist,15.0,Education,"Data Analyst, Marketing Specialist","Project Management, Python",None,Team Lead,Finance,Upskilling,Expertise,Reading,23,1,"Cloud Computing, Python"
1542,24,Female,Data Analyst,8.0,Education,Entrepreneur,"Leadership, SEO, Python, Data Analysis",None,Project Manager,Finance,Upskilling,Entrepreneurship,Hands-on,23,2,SEO
1543,37,Male,Marketing Specialist,18.4,IT,"Content Writer, Data Analyst","Project Management, Leadership, SEO","Google Analytics, Scrum Master",Business Consultant,Education,Promotion,Leadership,Reading,21,5,Java
1544,33,Female,Data Analyst,15.6,Finance,HR Manager,"SEO, Leadership, Data Analysis, Python, Cloud Computing",None,Business Consultant,Education,Upskilling,Entrepreneurship,Reading,21,1,"SEO, Data Analysis, Cloud Computing"
1545,26,Female,Entrepreneur,2.7,Healthcare,"HR Manager, Data Analyst, Software Engineer","Project Management, Java, Data Analysis, Python",None,Creative Director,Education,Role Switch,Leadership,Collaborative,8,4,"Java, Python"
1546,31,Female,HR Manager,14.5,Healthcare,"Entrepreneur, Marketing Specialist, HR Manager","Data Analysis, SEO, Leadership, Java, Python",None,Team Lead,Marketing,Role Switch,Expertise,Reading,13,4,"Leadership, Data Analysis"
1547,33,Female,Data Analyst,9.4,Education,"Entrepreneur, Software Engineer, Marketing Specialist","Data Analysis, Python",Scrum Master,Project Manager,Finance,Promotion,Entrepreneurship,Collaborative,12,5,"SEO, Cloud Computing, Data Analysis"
1548,38,Male,Entrepreneur,4.9,Education,HR Manager,"Cloud Computing, Python, SEO, Leadership, Project Management",,Data Scientist,IT,Promotion,Expertise,Reading,23,4,Leadership
1549,50,Female,Entrepreneur,3.6,Finance,Data Analyst,"Data Analysis, Leadership, Python, SEO","AWS Certified, Google Analytics",Project Manager,Education,Role Switch,Leadership,Collaborative,12,5,"Data Analysis, Python"
1550,42,Male,HR Manager,11.8,Marketing,"Data Analyst, HR Manager","Data Analysis, Project Management",AWS Certified,Business Consultant,Finance,Promotion,Expertise,Collaborative,26,1,Data Analysis
1551,38,Female,HR Manager,11.8,Healthcare,Content Writer,"SEO, Python",None,Creative Director,Marketing,Role Switch,Expertise,Reading,15,3,"Python, SEO"
1552,54,Male,Software Engineer,4.0,Education,Marketing Specialist,"Data Analysis, Python, Cloud Computing","AWS Certified, Scrum Master",Business Consultant,IT,Promotion,Expertise,Reading,15,6,"Leadership, Python, Java"
1553,48,Male,Content Writer,16.3,Education,"Data Analyst, Entrepreneur","Project Management, SEO, Leadership, Python, Data Analysis","Scrum Master, Google Analytics",Creative Director,Marketing,Upskilling,Leadership,Collaborative,10,5,"Project Management, Data Analysis"
1554,36,Male,Software Engineer,15.6,Finance,"Entrepreneur, HR Manager, Software Engineer","Leadership, SEO",,Team Lead,Healthcare,Role Switch,Leadership,Reading,26,9,Cloud Computing
1555,31,Male,Software Engineer,15.4,Healthcare,"Content Writer, HR Manager, Software Engineer","Data Analysis, Python, Project Management, Leadership",Google Analytics,Team Lead,IT,Upskilling,Entrepreneurship,Reading,12,7,"Leadership, Cloud Computing"
1556,44,Female,Entrepreneur,8.4,Finance,"Entrepreneur, Data Analyst, Marketing Specialist","Cloud Computing, Project Management, Leadership, Java, SEO",Scrum Master,Creative Director,Healthcare,Upskilling,Expertise,Hands-on,12,10,"Project Management, SEO"
1557,44,Female,Data Analyst,19.1,Education,"HR Manager, Software Engineer, Entrepreneur","Leadership, SEO",None,Project Manager,Finance,Upskilling,Expertise,Reading,26,5,Java
1558,29,Female,HR Manager,3.1,Marketing,"HR Manager, Entrepreneur","Data Analysis, Python",,Creative Director,IT,Upskilling,Entrepreneurship,Hands-on,11,4,Python
1559,37,Female,Marketing Specialist,12.6,Finance,"Marketing Specialist, Content Writer","Leadership, Python, Data Analysis","AWS Certified, PMP",Data Scientist,IT,Upskilling,Expertise,Collaborative,21,8,Java
1560,50,Male,Content Writer,12.2,Education,Entrepreneur,"Project Management, Cloud Computing, SEO","AWS Certified, PMP",Project Manager,IT,Promotion,Leadership,Hands-on,26,6,"Leadership, SEO"
1561,53,Male,Data Analyst,5.0,Marketing,"Content Writer, HR Manager, Data Analyst","Project Management, Python, Data Analysis","AWS Certified, Google Analytics, Scrum Master",Business Consultant,Healthcare,Role Switch,Expertise,Reading,23,6,Leadership
1562,50,Male,Data Analyst,18.8,Healthcare,Software Engineer,"Project Management, Leadership, Java","Scrum Master, PMP, AWS Certified",Business Consultant,Marketing,Upskilling,Leadership,Reading,16,3,"Leadership, SEO"
1563,53,Female,Software Engineer,3.8,Healthcare,Data Analyst,"Cloud Computing, Java, Python, Data Analysis",PMP,Business Consultant,IT,Upskilling,Expertise,Reading,17,9,"Leadership, Cloud Computing"
1564,55,Male,Software Engineer,9.8,Finance,"HR Manager, Marketing Specialist","Project Management, Python, Leadership","AWS Certified, PMP, Scrum Master",Project Manager,IT,Upskilling,Entrepreneurship,Hands-on,20,8,"Python, SEO, Cloud Computing"
1565,40,Male,Software Engineer,11.0,Marketing,"Content Writer, Data Analyst, Marketing Specialist","Project Management, Java, Cloud Computing, Leadership",AWS Certified,Project Manager,Education,Role Switch,Leadership,Hands-on,9,6,Cloud Computing
1566,26,Female,Content Writer,3.9,IT,"HR Manager, Data Analyst","Java, Python, Project Management, Data Analysis, Leadership",None,Data Scientist,Education,Promotion,Entrepreneurship,Reading,29,8,"Project Management, Data Analysis"
1567,30,Male,Marketing Specialist,7.3,Finance,"Content Writer, Entrepreneur","Data Analysis, Java",None,Team Lead,Finance,Role Switch,Expertise,Hands-on,10,2,"Python, Java, Data Analysis"
1568,32,Female,Marketing Specialist,10.7,Finance,"Content Writer, Software Engineer, Entrepreneur","Cloud Computing, Java, Leadership, Python","PMP, Google Analytics",Project Manager,Finance,Role Switch,Entrepreneurship,Reading,22,3,"Cloud Computing, Java, Data Analysis"
1569,34,Female,Data Analyst,15.7,Finance,Marketing Specialist,"Java, Python",AWS Certified,Business Consultant,IT,Promotion,Leadership,Hands-on,14,3,Data Analysis
1570,50,Male,Marketing Specialist,9.1,Finance,"Entrepreneur, HR Manager","Leadership, Project Management, Data Analysis",None,Team Lead,Marketing,Upskilling,Entrepreneurship,Hands-on,16,7,Java
1571,53,Male,Entrepreneur,9.0,Marketing,"Marketing Specialist, Data Analyst","Leadership, Cloud Computing, SEO, Project Management, Python",AWS Certified,Creative Director,Finance,Role Switch,Leadership,Hands-on,26,7,"Cloud Computing, Leadership, Java"
1572,31,Female,Content Writer,14.5,Marketing,"Content Writer, Software Engineer","SEO, Leadership, Java, Project Management, Cloud Computing",PMP,Business Consultant,IT,Role Switch,Expertise,Reading,18,8,"Python, Project Management, Data Analysis"
1573,38,Male,Data Analyst,11.1,Healthcare,"HR Manager, Marketing Specialist, Content Writer","Java, SEO, Data Analysis",None,Project Manager,IT,Upskilling,Expertise,Collaborative,14,5,"Leadership, Project Management"
1574,35,Male,Marketing Specialist,3.8,Education,"Software Engineer, Data Analyst, Marketing Specialist","Data Analysis, SEO",,Project Manager,Education,Role Switch,Expertise,Hands-on,17,4,"Java, Python, Project Management"
1575,28,Male,Software Engineer,19.8,Finance,"Entrepreneur, Data Analyst","Python, Project Management","AWS Certified, PMP, Scrum Master",Business Consultant,Education,Upskilling,Leadership,Collaborative,28,2,"Java, Python"
1576,34,Male,Marketing Specialist,6.5,Marketing,"Entrepreneur, Marketing Specialist, HR Manager","Python, Project Management",AWS Certified,Data Scientist,IT,Upskilling,Expertise,Collaborative,18,1,Python
1577,48,Male,Entrepreneur,3.3,Finance,"Data Analyst, Entrepreneur, Marketing Specialist","Java, Data Analysis, SEO, Project Management, Leadership",None,Team Lead,IT,Promotion,Expertise,Hands-on,17,6,"Java, Leadership"
1578,42,Female,Content Writer,16.1,Finance,"Entrepreneur, Marketing Specialist, Content Writer","Java, Project Management, Python, Data Analysis, Cloud Computing","Scrum Master, AWS Certified, Google Analytics",Data Scientist,Marketing,Role Switch,Leadership,Collaborative,30,4,"Python, Project Management"
1579,49,Female,Software Engineer,17.8,IT,"Software Engineer, HR Manager, Marketing Specialist","Cloud Computing, Java",None,Data Scientist,IT,Promotion,Entrepreneurship,Reading,13,10,"Data Analysis, Project Management"
1580,29,Female,HR Manager,5.7,IT,Data Analyst,"SEO, Project Management, Java, Python, Leadership","Google Analytics, AWS Certified",Creative Director,Education,Role Switch,Leadership,Collaborative,26,2,"SEO, Data Analysis"
1581,42,Female,HR Manager,4.2,Education,"HR Manager, Data Analyst","Python, Data Analysis, Cloud Computing, Java, Project Management",,Creative Director,Marketing,Upskilling,Expertise,Collaborative,16,5,"SEO, Leadership, Java"
1582,38,Male,Marketing Specialist,7.4,Finance,"Software Engineer, Content Writer, Data Analyst","SEO, Cloud Computing, Java, Project Management, Data Analysis","Scrum Master, PMP, Google Analytics",Business Consultant,Finance,Role Switch,Leadership,Collaborative,15,5,Data Analysis
1583,51,Female,HR Manager,1.7,Healthcare,Software Engineer,"Leadership, SEO",,Data Scientist,Marketing,Promotion,Expertise,Collaborative,15,6,"Project Management, Python"
1584,22,Female,Data Analyst,18.1,Education,"Data Analyst, Software Engineer, Entrepreneur","Java, Leadership",None,Data Scientist,IT,Role Switch,Expertise,Reading,19,6,SEO
1585,32,Female,Data Analyst,5.3,Finance,Entrepreneur,"Leadership, Java, SEO, Project Management",AWS Certified,Data Scientist,IT,Promotion,Expertise,Hands-on,18,10,"Cloud Computing, Python, Leadership"
1586,30,Female,Content Writer,8.8,Education,Software Engineer,"Data Analysis, Project Management, Cloud Computing",None,Business Consultant,Marketing,Role Switch,Leadership,Reading,30,5,"Cloud Computing, Java"
1587,27,Male,HR Manager,8.8,Healthcare,"Content Writer, Entrepreneur","Java, Project Management, Leadership, Data Analysis, Python","AWS Certified, PMP",Data Scientist,Healthcare,Role Switch,Expertise,Collaborative,24,10,"Data Analysis, SEO, Leadership"
